# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 2.403929228549906566e-02 2.403328649847633058e-02 3.509627921307460596e+00 3.507828981832816329e+00
-1.800000000000000000e+01 2.426110601811905243e-02 2.411248280961316229e-02 3.511264221527153673e+00 3.511662846979219488e+00
-1.600000000000000000e+01 2.373267684065726718e-02 2.375045397010923723e-02 3.514135399272027005e+00 3.515234060108499037e+00
-1.400000000000000000e+01 2.418991742309294785e-02 2.389707524967995753e-02 3.521478494184297148e+00 3.510827240816693173e+00
-1.200000000000000000e+01 2.407164345804548716e-02 2.405202455390606162e-02 3.513615775380094952e+00 3.514854412102575321e+00
-1.000000000000000000e+01 2.383533575957478071e-02 2.396554122140760398e-02 3.512815641460138583e+00 3.515980220477105345e+00
-8.000000000000000000e+00 2.410655709962187393e-02 2.392021754884800580e-02 3.516554856832303511e+00 3.510782797169516911e+00
-6.000000000000000000e+00 2.388810660782327011e-02 2.359838744372643599e-02 3.515981101664834352e+00 3.510777912535779421e+00
-4.000000000000000000e+00 2.407997148270115198e-02 2.423668248434880657e-02 3.522567467426498400e+00 3.526733333424886041e+00
-2.000000000000000000e+00 2.388930776518213839e-02 2.381924025035531134e-02 3.521585158077238376e+00 3.518271796142899088e+00
-1.899999999999999911e+00 2.438987009108887702e-02 2.436680786907577043e-02 3.527749755092956629e+00 3.527885086261206560e+00
-1.800000000000000044e+00 2.423235831773350168e-02 2.424549097199774073e-02 3.528319987312914296e+00 3.524469784868009992e+00
-1.699999999999999956e+00 2.408501634373260564e-02 2.394504146842585737e-02 3.518677227462154278e+00 3.515161188832428785e+00
-1.600000000000000089e+00 2.413882819511712838e-02 2.400173609754352108e-02 3.515393973911294712e+00 3.511131614470148765e+00
-1.500000000000000000e+00 2.408493626649496969e-02 2.420809493823486425e-02 3.511321077952373138e+00 3.514689453548916376e+00
-1.399999999999999911e+00 2.378624846054636088e-02 2.371818287474977346e-02 3.511967942698655865e+00 3.509107498546135684e+00
-1.300000000000000044e+00 2.403929228545259589e-02 2.410463524795107906e-02 3.510504528320473661e+00 3.510462727163718988e+00
-1.199999999999999956e+00 2.394135791909668062e-02 2.392622333590732620e-02 3.510107744636189242e+00 3.510134089664156409e+00
-1.100000000000000089e+00 2.418054839535462019e-02 2.404505784097782373e-02 3.511113276007681971e+00 3.510609509405235862e+00
-1.000000000000000000e+00 2.423996564784139385e-02 2.411752767071652023e-02 3.519683000074274926e+00 3.520353006146459851e+00
-9.000000000000000222e-01 2.401534921473474221e-02 2.374428802885743262e-02 3.515016568712832079e+00 3.510363752160530204e+00
-8.000000000000000444e-01 2.399741193091254124e-02 2.394303953945961863e-02 3.516274664822089058e+00 3.514608735186742550e+00
-6.999999999999999556e-01 2.414227151298539709e-02 2.399076552658946024e-02 3.514632117064722561e+00 3.506888233944647659e+00
-5.999999999999999778e-01 2.409630722329377320e-02 2.392510225562559725e-02 3.510912601842493874e+00 3.510562825109625251e+00
-5.000000000000000000e-01 2.394303953932217302e-02 2.401278674559362974e-02 3.496041911296556393e+00 3.498480266520777704e+00
-4.000000000000000222e-01 2.417606407438997046e-02 2.382036133073441725e-02 3.510536799371651195e+00 3.502220440558873715e+00
-2.999999999999999889e-01 2.385471443216891779e-02 2.388642498748489579e-02 3.502734137311839024e+00 3.499516387615407620e+00
-2.000000000000000111e-01 2.406747944571265008e-02 2.380050219500465247e-02 3.509743712703410790e+00 3.505721665947421961e+00
