Data from p_41_flat_Al_Subt2__0__15-28-01-782.txt Node

Date: Thu Jan 18 15:28:01 CET 2024
User: vdhooven
Spectrometer: QEP05097
Trigger mode: 4
Integration Time (sec): 5.000000E-2
Scans to average: 2
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
197.106	-2.5
197.905	0
198.704	-3
199.503	-4
200.302	590
201.101	577.5
201.9	576.5
202.699	584.5
203.498	581
204.296	569.5
205.095	564.5
205.894	595.5
206.692	601
207.491	494
208.289	371.5
209.088	291.5
209.886	239
210.684	200.5
211.483	194
212.281	186.5
213.079	183.5
213.877	179.5
214.675	185
215.473	181
216.271	176
217.069	175
217.866	179
218.664	166
219.462	160
220.259	161.5
221.057	158
221.855	161
222.652	160
223.449	155.5
224.247	165.5
225.044	183.5
225.841	232.5
226.638	296.5
227.436	375
228.233	452.5
229.03	431.5
229.827	383
230.624	373
231.42	369.5
232.217	379
233.014	367.5
233.811	365.5
234.607	371.5
235.404	360
236.2	356
236.997	354
237.793	353.5
238.589	346.5
239.386	362
240.182	339.5
240.978	343
241.774	338.5
242.57	344.5
243.366	339
244.162	334
244.958	331.5
245.754	319
246.55	328.5
247.345	314
248.141	328
248.937	328
249.732	318
250.528	313.5
251.323	311.5
252.118	303
252.914	313.5
253.709	305
254.504	312
255.299	308.5
256.094	305
256.889	301
257.684	302
258.479	293.5
259.274	283.5
260.069	297
260.864	293.5
261.658	293
262.453	291
263.247	275
264.042	281.5
264.836	281.5
265.631	278
266.425	280
267.219	276
268.013	277.5
268.808	269
269.602	275
270.396	263
271.19	264
271.984	259.5
272.777	265
273.571	263.5
274.365	254.5
275.159	257
275.952	256.5
276.746	254
277.539	255
278.333	247.5
279.126	251
279.919	252
280.713	249
281.506	247.5
282.299	249.5
283.092	240.5
283.885	239
284.678	231
285.471	247
286.264	246
287.057	236.5
287.849	235
288.642	242.5
289.434	245
290.227	233.5
291.02	233.5
291.812	235.5
292.604	234.5
293.397	232.5
294.189	229.5
294.981	221
295.773	221.5
296.565	233.5
297.357	217
298.149	222.5
298.941	230.5
299.733	222.5
300.525	214.5
301.316	214.5
302.108	211
302.899	210
303.691	213
304.482	206.5
305.274	210
306.065	207
306.856	206.5
307.648	201.5
308.439	203.5
309.23	195
310.021	195.5
310.812	195
311.603	197.5
312.394	198.5
313.184	201.5
313.975	199
314.766	193.5
315.556	186
316.347	188.5
317.137	192
317.928	191.5
318.718	185.5
319.508	191.5
320.299	197.5
321.089	185
321.879	184.5
322.669	189.5
323.459	185.5
324.249	183.5
325.039	181.5
325.828	191.5
326.618	180
327.408	176.5
328.197	188.5
328.987	181
329.776	182
330.566	186.5
331.355	185.5
332.145	175.5
332.934	192
333.723	179.5
334.512	181.5
335.301	167.5
336.09	175
336.879	173
337.668	185
338.457	176.5
339.245	172.5
340.034	180.5
340.823	175.5
341.611	160
342.4	170.5
343.188	166
343.976	165.5
344.765	165
345.553	172.5
346.341	163.5
347.129	175
347.917	162
348.705	172
349.493	169
350.281	163.5
351.069	171
351.856	161.5
352.644	160
353.432	164
354.219	164
355.007	159.5
355.794	163
356.581	169.5
357.369	171.5
358.156	175
358.943	168.5
359.73	172
360.517	178.5
361.304	184
362.091	178
362.878	183.5
363.664	188
364.451	194.5
365.238	208
366.024	220.5
366.811	222
367.597	230
368.384	259.5
369.17	263.5
369.956	286
370.742	296.5
371.528	312.5
372.314	339
373.1	360.5
373.886	401
374.672	420.5
375.458	455
376.244	490.5
377.029	525
377.815	561
378.6	607
379.386	643.5
380.171	692
380.956	731
381.742	805
382.527	835.5
383.312	917.5
384.097	949.5
384.882	1029.5
385.667	1079.5
386.452	1143
387.237	1213
388.021	1303.5
388.806	1364.5
389.591	1424
390.375	1478.5
391.16	1570
391.944	1666
392.728	1724.5
393.513	1805
394.297	1899.5
395.081	1973
395.865	2066
396.649	2123
397.433	2207
398.217	2280.5
399.001	2387
399.784	2461.5
400.568	2566.5
401.352	2665.5
402.135	2741.5
402.919	2856.5
403.702	2943.5
404.485	3030.5
405.269	3102
406.052	3211
406.835	3287
407.618	3380.5
408.401	3485.5
409.184	3599
409.967	3652.5
410.749	3789
411.532	3873.5
412.315	3953.5
413.097	4068
413.88	4168
414.662	4308
415.445	4381.5
416.227	4534
417.009	4608.5
417.792	4725
418.574	4818
419.356	4919.5
420.138	5040.5
420.92	5155.5
421.701	5195
422.483	5363.5
423.265	5503.5
424.047	5597
424.828	5765
425.61	5862.5
426.391	5990
427.172	6103
427.954	6213.5
428.735	6365.5
429.516	6461
430.297	6630
431.078	6759.5
431.859	6884
432.64	7048
433.421	7179.5
434.202	7334
434.982	7478.5
435.763	7597
436.543	7749
437.324	7864
438.104	8059.5
438.885	8208.5
439.665	8381
440.445	8519.5
441.225	8729
442.005	8890
442.785	9113.5
443.565	9267.5
444.345	9418.5
445.125	9642.5
445.904	9800
446.684	9981
447.464	10118.5
448.243	10348.5
449.022	10540
449.802	10755
450.581	10926.5
451.36	11133
452.139	11359
452.919	11502
453.698	11724.5
454.477	11926.5
455.255	12141
456.034	12275.5
456.813	12514.5
457.592	12749
458.37	12917
459.149	13146
459.927	13439.5
460.705	13643.5
461.484	13846.5
462.262	14109
463.04	14249
463.818	14518.5
464.596	14792
465.374	14993
466.152	15194.5
466.93	15442.5
467.708	15769.5
468.485	15935.5
469.263	16199.5
470.04	16474
470.818	16803.5
471.595	17140.5
472.372	17342
473.15	17627
473.927	17792.5
474.704	18111
475.481	18388.5
476.258	18672
477.035	18893.5
477.812	19182.5
478.588	19460.5
479.365	19755
480.142	20097
480.918	20398
481.695	20609.5
482.471	20890
483.247	21233.5
484.023	21533.5
484.8	21771
485.576	22137.5
486.352	22574.5
487.128	22916
487.904	23239.5
488.679	23517
489.455	23957
490.231	24182
491.006	24376
491.782	24637.5
492.557	25125
493.333	25279.5
494.108	25556
494.883	25870.5
495.658	26151
496.433	26524.5
497.208	26846
497.983	27065.5
498.758	27379
499.533	27748.5
500.308	28154.5
501.082	28487.5
501.857	28897.5
502.631	29270
503.406	29634
504.18	29994.5
504.954	30298
505.728	30648
506.503	30879
507.277	31454.5
508.051	31999.5
508.824	32307.5
509.598	32508.5
510.372	32833.5
511.146	33337
511.919	33802
512.693	34191.5
513.466	34639
514.24	35283
515.013	35667
515.786	36115
516.559	36401
517.332	36987
518.105	37407.5
518.878	37888.5
519.651	38120.5
520.424	38494.5
521.197	38847.5
521.969	39219.5
522.742	39602.5
523.514	39994
524.287	40236.5
525.059	40573.5
525.831	41100.5
526.604	41648
527.376	42270.5
528.148	42726
528.92	43041
529.692	43288
530.464	43633
531.235	44296.5
532.007	44605.5
532.779	44927.5
533.55	45145.5
534.321	45650.5
535.093	46071
535.864	46487.5
536.635	46839.5
537.406	47308
538.178	47988
538.949	48539
539.719	49013.5
540.49	49273.5
541.261	49715
542.032	50233.5
542.802	50865
543.573	51445.5
544.343	51739.5
545.114	52100
545.884	52413.5
546.654	52811
547.424	53134
548.194	53469.5
548.964	54138.5
549.734	54523.5
550.504	55035
551.274	55544.5
552.044	56239.5
552.813	56605.5
553.583	57118.5
554.352	57773
555.122	58552
555.891	58934
556.66	59321.5
557.429	59625
558.198	60024
558.967	60677
559.736	60996.5
560.505	61257
561.274	61599
562.043	61978.5
562.811	62232.5
563.58	62688.5
564.348	63114.5
565.117	63777
565.885	64580.5
566.653	64939.5
567.421	65416
568.19	65999
568.958	66894.5
569.725	67320.5
570.493	67401.5
571.261	68163
572.029	68834
572.796	69263.5
573.564	69826.5
574.331	70483.5
575.099	70817
575.866	70676
576.633	70915
577.4	71256.5
578.168	71782.5
578.935	72103.5
579.701	72336.5
580.468	72946.5
581.235	73485
582.002	73961
582.768	74500.5
583.535	75149
584.301	75719
585.068	75886.5
585.834	76274
586.6	76741.5
587.366	77480
588.132	78197
588.898	78676.5
589.664	78799.5
590.43	79109.5
591.196	79715.5
591.961	80483.5
592.727	81453.5
593.492	81908
594.258	82078
595.023	82025.5
595.788	82155.5
596.554	82254
597.319	82546
598.084	83032.5
598.849	83496.5
599.614	84623
600.378	85965.5
601.143	86533.5
601.908	86592.5
602.672	86952.5
603.437	87198.5
604.201	87654
604.965	88097
605.73	89189.5
606.494	90095.5
607.258	90582
608.022	90961.5
608.786	91572
609.55	91412.5
610.313	90926.5
611.077	90994
611.841	91157
612.604	92141
613.367	92705
614.131	93522
614.894	93893
615.657	94774.5
616.42	95086
617.183	95644
617.946	95966
618.709	96983
619.472	97730
620.235	98424.5
620.997	98758.5
621.76	99055
622.522	98857
623.285	99508
624.047	99945
624.809	100360.5
625.571	100100
626.333	100608.5
627.095	100687
627.857	101374.5
628.619	101170.5
629.381	101891.5
630.142	102411.5
630.904	103217.5
631.665	103608
632.427	104674.5
633.188	105024.5
633.949	106344.5
634.711	106119.5
635.472	106907
636.233	107280
636.994	108228
637.754	108675
638.515	109022.5
639.276	109367.5
640.036	109680.5
640.797	110614.5
641.557	110872
642.318	111735
643.078	111888
643.838	112431.5
644.598	112241.5
645.358	112651.5
646.118	112396.5
646.878	113817
647.638	114325.5
648.397	114352
649.157	114336.5
649.916	114381
650.676	114997
651.435	115582.5
652.194	116086
652.954	116216.5
653.713	116950
654.472	117311
655.231	118157
655.99	117586.5
656.748	117865.5
657.507	118037.5
658.266	118877.5
659.024	119455.5
659.783	118751.5
660.541	119579.5
661.299	118283.5
662.057	118662
662.815	118386
663.573	119137.5
664.331	119917.5
665.089	119793.5
665.847	120875
666.605	120473.5
667.362	121260
668.12	121526
668.877	122495
669.635	122220
670.392	122031.5
671.149	123354
671.906	122680.5
672.663	123398
673.42	122642.5
674.177	123369.5
674.934	124203
675.69	124303
676.447	125629
677.203	124596
677.96	125108.5
678.716	125337
679.472	126109
680.229	126886.5
680.985	126448.5
681.741	127921.5
682.497	127500.5
683.252	127631
684.008	128223.5
684.764	126496
685.519	126654.5
686.275	125534.5
687.03	126858
687.786	128511
688.541	128175.5
689.296	129357.5
690.051	128265.5
690.806	128451
691.561	128659.5
692.316	127949
693.07	129177
693.825	127757
694.58	128213
695.334	128431.5
696.088	127564.5
696.843	129573.5
697.597	128978.5
698.351	130241
699.105	130629
699.859	129222.5
700.613	130224.5
701.367	129028
702.12	128989
702.874	129913
703.627	129366.5
704.381	131531
705.134	131559
705.887	130312
706.641	130578.5
707.394	129119.5
708.147	130216
708.9	130903
709.652	129402
710.405	130427.5
711.158	129223.5
711.91	129401
712.663	131216
713.415	130189
714.168	131120
714.92	131238
715.672	129253.5
716.424	130345
717.176	128877
717.928	127576
718.68	128070.5
719.431	126268.5
720.183	126844.5
720.934	127865
721.686	126847
722.437	128366.5
723.188	127754.5
723.94	126647
724.691	128241.5
725.442	127294.5
726.193	126838.5
726.943	127917
727.694	125809
728.445	126352.5
729.195	127659.5
729.946	125951.5
730.696	127320
731.446	127274.5
732.197	125589.5
732.947	127263
733.697	126938
734.447	125558
735.197	126167.5
735.946	124949
736.696	124965
737.446	126457.5
738.195	124641
738.945	124668
739.694	125402.5
740.443	123554
741.192	124062
741.941	124795.5
742.69	123756
743.439	125318.5
744.188	126390.5
744.937	124194
745.685	124274
746.434	124305
747.182	122509
747.931	123532.5
748.679	123938.5
749.427	122771.5
750.175	124723
750.923	124496.5
751.671	121921.5
752.419	122754.5
753.167	122510
753.914	119570.5
754.662	120769
755.409	121592
756.157	121307.5
756.904	124642.5
757.651	126069.5
758.398	122883
759.145	122844.5
759.892	122108
760.639	119752
761.386	121103.5
762.132	122268.5
762.879	119939
763.625	120365.5
764.372	121676
765.118	120581
765.864	121122.5
766.61	121563
767.356	119040
768.102	118973.5
768.848	119991
769.594	117584.5
770.339	116422
771.085	118159
771.83	117210.5
772.576	116422.5
773.321	117006
774.066	115662.5
774.811	114656
775.556	116509.5
776.301	116124.5
777.046	114568
777.791	116033
778.535	115929.5
779.28	113663
780.025	114334
780.769	114664.5
781.513	112147.5
782.257	111876.5
783.001	112562.5
783.746	111128
784.489	110438.5
785.233	111774.5
785.977	111141.5
786.721	109115
787.464	110422.5
788.208	110289
788.951	107701.5
789.694	107384
790.438	107463.5
791.181	104858
791.924	103652.5
792.667	105561.5
793.409	104132
794.152	101978.5
794.895	103292
795.637	102939
796.38	100815.5
797.122	101464
797.864	102866
798.607	101203
799.349	100393.5
800.091	101330.5
800.832	101072
801.574	99530.5
802.316	100543
803.058	101033.5
803.799	99293.5
804.541	98769
805.282	100612.5
806.023	99866.5
806.764	98206.5
807.505	98953.5
808.246	98437
808.987	95990
809.728	96469.5
810.469	98537
811.209	97968.5
811.95	96646
812.69	97799
813.431	97922
814.171	95683
814.911	94774
815.651	95560.5
816.391	93785
817.131	92173.5
817.87	92679
818.61	93279
819.35	91758
820.089	91153.5
820.829	91737.5
821.568	90970.5
822.307	90083
823.046	91657.5
823.785	92902
824.524	90503
825.263	88468.5
826.002	89917.5
826.74	89985.5
827.479	88607.5
828.217	88733.5
828.956	89856.5
829.694	88226.5
830.432	85694
831.17	86430
831.908	88626
832.646	87894
833.384	87021
834.121	87456.5
834.859	86808
835.596	84681
836.334	84446.5
837.071	86272
837.808	86067.5
838.545	83878
839.282	83781
840.019	84934
840.756	84114
841.493	83029.5
842.23	84438.5
842.966	84930.5
843.703	83559.5
844.439	82752.5
845.175	84076.5
845.911	84708.5
846.647	83160.5
847.383	82419
848.119	82761.5
848.855	81887
849.591	80348.5
850.326	80211.5
851.062	81944.5
851.797	82282.5
852.532	80417.5
853.268	80118.5
854.003	81009.5
854.738	80926.5
855.473	79737.5
856.207	80799
856.942	82507.5
857.677	81663.5
858.411	78756.5
859.146	78202
859.88	79304
860.614	78602
861.348	77033.5
862.083	77170.5
862.816	77494.5
863.55	75616
864.284	73234
865.018	73936
865.751	76905.5
866.485	77441.5
867.218	76415.5
867.951	75851
868.685	76068.5
869.418	75088
870.151	73414
870.884	73921
871.616	75768
872.349	76020.5
873.082	74455
873.814	73821
874.546	74356
875.279	73305
876.011	71090
876.743	71143.5
877.475	72959
878.207	73764.5
878.939	72236.5
879.671	70886
880.402	71480
881.134	71870
881.865	71174
882.596	70991.5
883.328	72289.5
884.059	72899
884.79	70604
885.521	68115.5
886.252	68083.5
886.982	69154.5
887.713	68636.5
888.443	67486
889.174	67647.5
889.904	68022.5
890.634	66841
891.365	64685.5
892.095	64539
892.825	66516
893.554	67772.5
894.284	66894
895.014	66124
895.743	66574.5
896.473	66727
897.202	65416.5
897.931	63903
898.661	63943
899.39	64793.5
900.119	64422
900.847	62860
901.576	61811.5
902.305	62444.5
903.033	62861.5
903.762	62092
904.49	61557.5
905.218	62525
905.947	63505.5
906.675	62745
907.403	60790.5
908.13	59802
908.858	60358.5
909.586	60723
910.313	60093.5
911.041	59815
911.768	60440
912.496	60936.5
913.223	59866
913.95	58070.5
914.677	57438
915.404	58233.5
916.13	58617.5
916.857	57571
917.584	56919.5
918.31	57059.5
919.036	57070
919.763	56177.5
920.489	54693
921.215	54377
921.941	55538
922.667	56294
923.392	55166.5
924.118	54102.5
924.844	54362.5
925.569	55123.5
926.294	54666.5
927.02	53044
927.745	52281.5
928.47	52534.5
929.195	52692
929.92	51038
930.644	49327.5
931.369	48850.5
932.094	49653.5
932.818	49960
933.542	49051
934.267	48009.5
934.991	47866
935.715	48037.5
936.439	47687
937.163	47055
937.886	46547.5
938.61	46979
939.333	47586
940.057	47010
940.78	45546.5
941.503	44857
942.227	45565.5
942.95	46354
943.672	46281.5
944.395	45551.5
945.118	45387.5
945.841	45705.5
946.563	45776
947.285	44800.5
948.008	43546.5
948.73	43113
949.452	43374.5
950.174	43491.5
950.896	42742
951.618	41934
952.339	41549
953.061	41903.5
953.782	42029
954.504	41200
955.225	40253.5
955.946	39849
956.667	39927.5
957.388	39931.5
958.109	39226
958.83	38468
959.551	38242
960.271	38335
960.992	38480.5
961.712	37841.5
962.432	36893
963.152	36812
963.872	37162.5
964.592	37143.5
965.312	36385
966.032	35445
966.751	34775
967.471	34796.5
968.19	34633.5
968.91	33985
969.629	33132
970.348	32591
971.067	32922.5
971.786	33179
972.505	32924.5
973.223	32368.5
973.942	31662
974.66	31520.5
975.379	31403
976.097	30738.5
976.815	29867
977.533	29064
978.251	28990
978.969	28909.5
979.687	28380
980.404	27584.5
981.122	26736
981.839	26282
982.557	26272.5
983.274	26276.5
983.991	25516.5
984.708	24917.5
985.425	24685
986.142	24590.5
986.859	24284
987.575	23592
988.292	22601
989.008	22017
989.724	6.5
990.44	2
991.157	-3.5
991.872	4.5
