# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.915558543406021386e+00 4.913144121798317165e+00 6.728190529025974698e+00 6.725611292407044139e+00
-1.800000000000000000e+01 4.915862598248100568e+00 4.913536584248386241e+00 6.728625513471198083e+00 6.726221652345639512e+00
-1.600000000000000000e+01 4.905515203858435314e+00 4.905908628017116691e+00 6.714754860782596424e+00 6.715805572365001197e+00
-1.400000000000000000e+01 4.906962448644425656e+00 4.903615121902586971e+00 6.716704606220131879e+00 6.712582022419441685e+00
-1.200000000000000000e+01 4.906237503621841967e+00 4.910639854169078333e+00 6.715767767092746254e+00 6.721980552174735557e+00
-1.000000000000000000e+01 4.916637107419892239e+00 4.920408764277067526e+00 6.730233797886604918e+00 6.735588300397015615e+00
-8.000000000000000000e+00 4.918437334851076592e+00 4.925321370226745543e+00 6.731319100806803846e+00 6.740618572782019591e+00
-6.000000000000000000e+00 4.915328002153296794e+00 4.923313262530513157e+00 6.728203187351289749e+00 6.738784462556896671e+00
-4.000000000000000000e+00 4.913465953544514875e+00 4.914152618744187073e+00 6.728500830646389375e+00 6.729645465879345423e+00
-2.000000000000000000e+00 4.896356001508822331e+00 4.902223131937771150e+00 6.704097502226482597e+00 6.712137188286682488e+00
-1.000000000000000000e+00 4.906225732078832280e+00 4.907910326710221760e+00 6.716676012985119293e+00 6.718830597567115426e+00
-9.000000000000000222e-01 4.905266321535278529e+00 4.903961537165689499e+00 6.715157811465844340e+00 6.713577551959051704e+00
-8.000000000000000444e-01 4.895122325797786722e+00 4.898334720195376413e+00 6.702209902044644174e+00 6.706379728485682534e+00
-6.999999999999999556e-01 4.899141585168504065e+00 4.896523367623747625e+00 6.706998498392833241e+00 6.703655560621045950e+00
-5.999999999999999778e-01 4.913868104347915988e+00 4.910022934828284669e+00 6.726334959325893870e+00 6.721263049399028411e+00
-5.000000000000000000e-01 4.914296679271036972e+00 4.910287751796140299e+00 6.727881586727217922e+00 6.722361962001588864e+00
-4.000000000000000222e-01 4.895839181003333707e+00 4.897363459145991804e+00 6.703180048721980810e+00 6.705338234284603516e+00
-2.999999999999999889e-01 4.898764096721230921e+00 4.900525084638297280e+00 6.708464642884510276e+00 6.710672397674432688e+00
