Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Al_grating_measurement00003
DateTime:      Tuesday, 13 February 2024, 16:34:08
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_grating_measurement00003\Run00005\result.txt
Dimensions:    2
TotalSteps:    636
Created:       02/09/2024 14:26
Operator:      Jeffrey
Sample:        Sample
Notes:
Al grating 34 deg
Probe 750 nm 7 uW

Pump 400 nm 3.9 mW


Constants:
>	DelayLine [ps]	49.999559

Loops:
>	Repeat: 2 times
>	DelayLine: from -20 to 500 [ps] in 318 steps ZigZag

Operations:
>	Digitizer

Parameters:
> Repeat,x,0,2,R,0,1
> DelayLine,ps,3,318,R,-20,500

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 4 ps step=0.1 ps , to >> step=2 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      50 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      166.831 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
>	Signal	Dev1/ai1	-10..10	Differential
>	Reference	Dev1/ai2	-10..10	Differential
>	chopperState	Dev1/port0/line0
>	galvoState	Dev1/port0/line7

-=TriggerBox=-
ChopperPhase:  Low
Delay:         1 us
PulseWidth:    10 us


Index	Repeat [x]	DelayLine [ps]	DeltaMin [x]	DeltaMax [x]	DeltaMean [x]
339	1	458.000	-0.008252	0.010153	0.002110
340	1	456.000	-0.004808	0.009451	0.002195
341	1	454.000	-0.006422	0.009297	0.002059
342	1	452.000	-0.007883	0.012811	0.002036
343	1	450.000	-0.006635	0.011066	0.002038
344	1	448.000	-0.007238	0.012760	0.002104
345	1	446.000	-0.005441	0.013433	0.002245
346	1	444.000	-0.006255	0.012949	0.002161
347	1	442.000	-0.004948	0.011398	0.002101
348	1	440.000	-0.006346	0.010892	0.002123
349	1	438.000	-0.008172	0.013137	0.002162
350	1	436.000	-0.007503	0.010330	0.002177
351	1	434.000	-0.006375	0.012242	0.002030
352	1	432.000	-0.006358	0.012608	0.002328
353	1	430.000	-0.005319	0.011643	0.002239
354	1	428.000	-0.005773	0.012094	0.002327
355	1	426.000	-0.004971	0.010278	0.002153
356	1	424.000	-0.006507	0.009475	0.002292
357	1	422.000	-0.008519	0.011444	0.002281
358	1	420.000	-0.007433	0.009864	0.002162
359	1	418.000	-0.009281	0.014447	0.002267
360	1	416.000	-0.005211	0.012733	0.002406
361	1	414.000	-0.007355	0.011280	0.002205
362	1	412.000	-0.009655	0.009903	0.002098
363	1	410.000	-0.008895	0.010297	0.002112
364	1	408.000	-0.006709	0.012782	0.002281
365	1	406.000	-0.005934	0.013006	0.002346
366	1	404.000	-0.005066	0.010355	0.002315
367	1	402.000	-0.004689	0.011303	0.002424
368	1	400.000	-0.008333	0.015924	0.002410
369	1	398.000	-0.010868	0.015201	0.002339
370	1	396.000	-0.008158	0.012551	0.002442
371	1	394.000	-0.006271	0.012686	0.002444
372	1	392.000	-0.009837	0.012033	0.002400
373	1	390.000	-0.006496	0.012974	0.002343
374	1	388.000	-0.007957	0.012856	0.002357
375	1	386.000	-0.008349	0.016783	0.002342
376	1	384.000	-0.006297	0.015133	0.002325
377	1	382.000	-0.007382	0.012011	0.002403
378	1	380.000	-0.010644	0.011837	0.002408
379	1	378.000	-0.006363	0.010859	0.002348
380	1	376.000	-0.005053	0.011928	0.002290
381	1	374.000	-0.007382	0.011106	0.002233
382	1	372.000	-0.006623	0.010516	0.002285
383	1	370.000	-0.006398	0.011082	0.002223
384	1	368.000	-0.011598	0.011244	0.002274
385	1	366.000	-0.007666	0.012058	0.002163
386	1	364.000	-0.010824	0.011259	0.002189
387	1	362.000	-0.006440	0.011156	0.002345
388	1	360.000	-0.006515	0.011118	0.002333
389	1	358.000	-0.005965	0.011145	0.002213
390	1	356.000	-0.006478	0.010481	0.002011
391	1	354.000	-0.006212	0.015694	0.002190
392	1	352.000	-0.006147	0.011994	0.002253
393	1	350.000	-0.006388	0.012025	0.002179
394	1	348.000	-0.005775	0.009633	0.002095
395	1	346.000	-0.007150	0.011841	0.002077
396	1	344.000	-0.005202	0.012185	0.002232
397	1	342.000	-0.008108	0.012553	0.002225
398	1	340.000	-0.005772	0.012388	0.002165
399	1	338.000	-0.005994	0.010702	0.002241
400	1	336.000	-0.006821	0.009699	0.002262
401	1	334.000	-0.007254	0.011611	0.002114
402	1	332.000	-0.005300	0.010911	0.002157
403	1	330.000	-0.005313	0.010350	0.002120
404	1	328.000	-0.008292	0.014854	0.002088
405	1	326.000	-0.008213	0.011297	0.002026
406	1	324.000	-0.006091	0.014534	0.002162
407	1	322.000	-0.008353	0.012544	0.002060
408	1	320.000	-0.007321	0.011455	0.002064
409	1	318.000	-0.007404	0.012919	0.001910
410	1	316.000	-0.006266	0.010858	0.001862
411	1	314.000	-0.007599	0.012481	0.001894
412	1	312.000	-0.006765	0.011049	0.001986
413	1	310.000	-0.005953	0.012616	0.001935
414	1	308.000	-0.009083	0.010002	0.001840
415	1	306.000	-0.006971	0.009818	0.001903
416	1	304.000	-0.007379	0.012238	0.001824
417	1	302.000	-0.008353	0.010139	0.001905
418	1	300.000	-0.008435	0.011062	0.001814
419	1	298.000	-0.006872	0.011023	0.001881
420	1	296.000	-0.007069	0.010758	0.001958
421	1	294.000	-0.007266	0.009894	0.001901
422	1	292.000	-0.008126	0.011226	0.001771
423	1	290.000	-0.007056	0.009035	0.001809
424	1	288.000	-0.007604	0.008659	0.001665
425	1	286.000	-0.009239	0.010487	0.001897
426	1	284.000	-0.008168	0.011160	0.001770
427	1	282.000	-0.009366	0.010759	0.001650
428	1	280.000	-0.007392	0.009052	0.001569
429	1	278.000	-0.007229	0.012942	0.001831
430	1	276.000	-0.006915	0.013022	0.001775
431	1	274.000	-0.008285	0.011234	0.001634
432	1	272.000	-0.010167	0.010224	0.001623
433	1	270.000	-0.006928	0.010892	0.001696
434	1	268.000	-0.006131	0.010736	0.001666
435	1	266.000	-0.007291	0.016254	0.001744
436	1	264.000	-0.008107	0.010492	0.001592
437	1	262.000	-0.005754	0.010759	0.001662
438	1	260.000	-0.005450	0.015785	0.001654
439	1	258.000	-0.007322	0.011221	0.001720
440	1	256.000	-0.005642	0.012353	0.001666
441	1	254.000	-0.010457	0.012763	0.001658
442	1	252.000	-0.006046	0.011446	0.001562
443	1	250.000	-0.006560	0.009681	0.001583
444	1	248.000	-0.006469	0.013077	0.001670
445	1	246.000	-0.006690	0.009385	0.001669
446	1	244.000	-0.007001	0.010380	0.001593
447	1	242.000	-0.007386	0.010971	0.001714
448	1	240.000	-0.008828	0.010314	0.001629
449	1	238.000	-0.006234	0.009696	0.001534
450	1	236.000	-0.010060	0.010600	0.001651
451	1	234.000	-0.008877	0.012446	0.001544
452	1	232.000	-0.009781	0.010338	0.001552
453	1	230.000	-0.006482	0.014003	0.001516
454	1	228.000	-0.007223	0.011083	0.001589
455	1	226.000	-0.005818	0.014167	0.001491
456	1	224.000	-0.006057	0.008859	0.001471
457	1	222.000	-0.006203	0.010303	0.001541
458	1	220.000	-0.007813	0.009536	0.001500
459	1	218.000	-0.009441	0.011738	0.001487
460	1	216.000	-0.007710	0.011868	0.001532
461	1	214.000	-0.008365	0.011512	0.001458
462	1	212.000	-0.008107	0.014177	0.001667
463	1	210.000	-0.008568	0.009849	0.001662
464	1	208.000	-0.006698	0.011518	0.001624
465	1	206.000	-0.006746	0.011999	0.001613
466	1	204.000	-0.007094	0.013128	0.001541
467	1	202.000	-0.006051	0.015997	0.001579
468	1	200.000	-0.006460	0.010359	0.001662
469	1	198.000	-0.007684	0.011798	0.001572
470	1	196.000	-0.009116	0.009558	0.001571
471	1	194.000	-0.006173	0.008885	0.001734
472	1	192.000	-0.007550	0.009527	0.001494
473	1	190.000	-0.007336	0.011262	0.001634
474	1	188.000	-0.004760	0.010413	0.001840
475	1	186.000	-0.008279	0.010369	0.001726
476	1	184.000	-0.007960	0.013115	0.001873
477	1	182.000	-0.005383	0.010337	0.001851
478	1	180.000	-0.006255	0.011332	0.001758
479	1	178.000	-0.005666	0.009000	0.001780
480	1	176.000	-0.006351	0.015269	0.001764
481	1	174.000	-0.006610	0.008455	0.001861
482	1	172.000	-0.007729	0.011860	0.001903
483	1	170.000	-0.009595	0.011833	0.001964
484	1	168.000	-0.007034	0.013404	0.002014
485	1	166.000	-0.007156	0.012808	0.001875
486	1	164.000	-0.005893	0.010316	0.001916
487	1	162.000	-0.006701	0.011099	0.001833
488	1	160.000	-0.006062	0.010563	0.001896
489	1	158.000	-0.006989	0.010045	0.001890
490	1	156.000	-0.006681	0.013662	0.001862
491	1	154.000	-0.006557	0.011197	0.001854
492	1	152.000	-0.007843	0.010452	0.002066
493	1	150.000	-0.006149	0.013524	0.001903
494	1	148.000	-0.006085	0.011904	0.002090
495	1	146.000	-0.007322	0.010990	0.002117
496	1	144.000	-0.008536	0.010718	0.002103
497	1	142.000	-0.008482	0.010169	0.001985
498	1	140.000	-0.007049	0.010102	0.002244
499	1	138.000	-0.008353	0.012966	0.002157
500	1	136.000	-0.008900	0.014456	0.002220
501	1	134.000	-0.007251	0.011898	0.002222
502	1	132.000	-0.009463	0.010616	0.002081
503	1	130.000	-0.006863	0.010198	0.002030
504	1	128.000	-0.011328	0.012290	0.001847
505	1	126.000	-0.006103	0.009819	0.001904
506	1	124.000	-0.005728	0.013387	0.001902
507	1	122.000	-0.007948	0.011157	0.002054
508	1	120.000	-0.006405	0.009409	0.002060
509	1	118.000	-0.007266	0.010275	0.002162
510	1	116.000	-0.007431	0.010373	0.002223
511	1	114.000	-0.005816	0.011548	0.002364
512	1	112.000	-0.006024	0.012590	0.002421
513	1	110.000	-0.005107	0.012527	0.002386
514	1	108.000	-0.003990	0.013199	0.002415
515	1	106.000	-0.004800	0.011221	0.002489
516	1	104.000	-0.006546	0.010949	0.002395
517	1	102.000	-0.006706	0.011415	0.002411
518	1	100.000	-0.006662	0.013308	0.002554
519	1	98.000	-0.006169	0.012817	0.002657
520	1	96.000	-0.006206	0.012196	0.002499
521	1	94.000	-0.008909	0.011139	0.002373
522	1	92.000	-0.009612	0.011049	0.002457
523	1	90.000	-0.005700	0.011650	0.002503
524	1	88.000	-0.007386	0.011039	0.002535
525	1	86.000	-0.007443	0.010410	0.002604
526	1	84.000	-0.007075	0.010747	0.002547
527	1	82.000	-0.006957	0.015309	0.002542
528	1	80.000	-0.007144	0.010851	0.002643
529	1	78.000	-0.007482	0.013349	0.002554
530	1	76.000	-0.005319	0.012803	0.002752
531	1	74.000	-0.005348	0.013712	0.002653
532	1	72.000	-0.005969	0.011157	0.002739
533	1	70.000	-0.006348	0.010767	0.002829
534	1	68.000	-0.004084	0.011752	0.002896
535	1	66.000	-0.004902	0.011522	0.002797
536	1	64.000	-0.006275	0.012195	0.002916
537	1	62.000	-0.005559	0.015365	0.002940
538	1	60.000	-0.005379	0.010058	0.002904
539	1	58.000	-0.005547	0.013021	0.002978
540	1	56.000	-0.008937	0.011615	0.002944
541	1	54.000	-0.004517	0.012707	0.003102
542	1	52.000	-0.006272	0.019876	0.003134
543	1	50.000	-0.006622	0.010881	0.003073
544	1	48.000	-0.004097	0.012100	0.003181
545	1	46.000	-0.006535	0.013048	0.003076
546	1	44.000	-0.005139	0.013583	0.003215
547	1	42.000	-0.005743	0.014526	0.003010
548	1	40.000	-0.009329	0.012284	0.003237
549	1	38.000	-0.007330	0.014451	0.003307
550	1	36.000	-0.004339	0.012449	0.003637
551	1	34.000	-0.004820	0.011223	0.003707
552	1	32.000	-0.006917	0.012590	0.003897
553	1	30.000	-0.006013	0.011735	0.003965
554	1	28.000	-0.006400	0.012033	0.004078
555	1	26.000	-0.004464	0.012680	0.004127
556	1	24.000	-0.007951	0.012876	0.004311
557	1	22.000	-0.004225	0.019025	0.004422
558	1	20.000	-0.006516	0.013661	0.004493
559	1	18.000	-0.005821	0.015736	0.004574
560	1	16.000	-0.006484	0.012968	0.004638
561	1	14.000	-0.007769	0.012639	0.004571
562	1	12.000	-0.005445	0.012191	0.004323
563	1	10.000	-0.005064	0.013290	0.004137
564	1	8.000	-0.004615	0.013141	0.003973
565	1	6.000	-0.004465	0.012627	0.003925
566	1	4.000	-0.003483	0.013193	0.003500
567	1	3.900	-0.006493	0.011761	0.003451
568	1	3.800	-0.004265	0.014519	0.003553
569	1	3.700	-0.004736	0.011510	0.003436
570	1	3.600	-0.006787	0.011640	0.003564
571	1	3.500	-0.005631	0.012627	0.003488
572	1	3.400	-0.006831	0.011901	0.003582
573	1	3.300	-0.007363	0.011153	0.003469
574	1	3.200	-0.004135	0.011753	0.003449
575	1	3.100	-0.005645	0.011364	0.003478
576	1	3.000	-0.005379	0.012845	0.003509
577	1	2.900	-0.005631	0.013669	0.003422
578	1	2.800	-0.004211	0.013878	0.003419
579	1	2.700	-0.005078	0.012816	0.003380
580	1	2.600	-0.005524	0.012585	0.003427
581	1	2.500	-0.006417	0.012045	0.003282
582	1	2.400	-0.005159	0.010813	0.003380
583	1	2.300	-0.006263	0.012294	0.003327
584	1	2.200	-0.009033	0.011498	0.003197
585	1	2.100	-0.010154	0.013211	0.003236
586	1	2.000	-0.007632	0.015541	0.003320
587	1	1.900	-0.008971	0.012980	0.003107
588	1	1.800	-0.008000	0.012918	0.003206
589	1	1.700	-0.004707	0.012008	0.003218
590	1	1.600	-0.007397	0.011244	0.003072
591	1	1.500	-0.006880	0.011493	0.003173
592	1	1.400	-0.007850	0.015008	0.003089
593	1	1.300	-0.004873	0.017749	0.003129
594	1	1.200	-0.005411	0.012701	0.003165
595	1	1.100	-0.008327	0.012227	0.003196
596	1	1.000	-0.011957	0.010729	0.003145
597	1	0.900	-0.007160	0.012142	0.003065
598	1	0.800	-0.005793	0.012386	0.003128
599	1	0.700	-0.004679	0.012222	0.003209
600	1	0.600	-0.007846	0.013559	0.003041
601	1	0.500	-0.004165	0.012312	0.003023
602	1	0.400	-0.007712	0.011783	0.003048
603	1	0.300	-0.005323	0.013212	0.002980
604	1	0.200	-0.006261	0.015768	0.003176
605	1	0.100	-0.006547	0.012822	0.003000
606	1	0.000	-0.009155	0.014469	0.003116
607	1	-0.100	-0.005361	0.012665	0.002778
608	1	-0.200	-0.006596	0.012787	0.002173
609	1	-0.300	-0.008584	0.009056	0.001219
610	1	-0.400	-0.009317	0.012796	0.000431
611	1	-0.500	-0.008585	0.008229	0.000154
612	1	-0.600	-0.009184	0.007929	0.000157
613	1	-0.700	-0.012460	0.008086	0.000169
614	1	-0.800	-0.008682	0.009433	0.000093
615	1	-0.900	-0.008636	0.009763	0.000130
616	1	-1.000	-0.009769	0.008011	0.000181
617	1	-1.100	-0.009187	0.007847	0.000110
618	1	-1.200	-0.007807	0.007564	0.000165
619	1	-1.300	-0.009799	0.013161	0.000147
620	1	-1.400	-0.011124	0.009940	0.000137
621	1	-1.500	-0.009412	0.009637	0.000131
622	1	-1.600	-0.007586	0.009396	0.000127
623	1	-1.700	-0.008816	0.008983	0.000236
624	1	-1.800	-0.011398	0.009344	0.000148
625	1	-1.900	-0.008590	0.007590	0.000160
626	1	-2.000	-0.008354	0.007723	0.000124
627	1	-4.000	-0.009427	0.008381	0.000076
628	1	-6.000	-0.007160	0.007727	0.000122
629	1	-8.000	-0.008488	0.010041	0.000165
630	1	-10.000	-0.006435	0.011097	0.000120
631	1	-12.000	-0.008729	0.008264	0.000058
632	1	-14.000	-0.009777	0.009991	0.000157
633	1	-16.000	-0.008703	0.011089	0.000050
634	1	-18.000	-0.011057	0.007027	0.000033
635	1	-20.000	-0.009192	0.008551	-0.000042
