# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 1.158507732407997981e+00 1.158632973089210649e+00 6.522879063576148440e+00 6.522660365997927201e+00
-1.800000000000000000e+01 1.155936053983242173e+00 1.156038072303634534e+00 6.509931158823639485e+00 6.509443483611732084e+00
-1.600000000000000000e+01 1.155562253744213175e+00 1.156884407938866044e+00 6.508406633732715107e+00 6.515000499240466425e+00
-1.400000000000000000e+01 1.156034228594478908e+00 1.155786629970472212e+00 6.507248702799099505e+00 6.505639372613730487e+00
-1.200000000000000000e+01 1.156252278736143113e+00 1.156726976220700198e+00 6.510231450528526587e+00 6.511472020159938978e+00
-1.000000000000000000e+01 1.153675235165295465e+00 1.154481372052760912e+00 6.493633273291894881e+00 6.496568931650352319e+00
-8.000000000000000000e+00 1.156035029363249089e+00 1.155222085906405072e+00 6.510021645338241569e+00 6.503577203961706132e+00
-6.000000000000000000e+00 1.156522058732446068e+00 1.155185570716851462e+00 6.512018552685521655e+00 6.503192909772832486e+00
-4.000000000000000000e+00 1.157673568480672932e+00 1.157247557923910319e+00 6.517760870107559334e+00 6.514368043790589979e+00
-2.000000000000000000e+00 1.158979627181801808e+00 1.157969773946187164e+00 6.523073971264969906e+00 6.517464181177827776e+00
-1.899999999999999911e+00 1.161464341787864951e+00 1.161765271807376321e+00 6.540844896254801810e+00 6.541093459231342777e+00
-1.800000000000000044e+00 1.159095178530971326e+00 1.159021587619139648e+00 6.526107085581330125e+00 6.525544299746160348e+00
-1.699999999999999956e+00 1.161812677496481871e+00 1.161538893637779069e+00 6.541030918806124639e+00 6.538328122712864676e+00
-1.600000000000000089e+00 1.160383860474956341e+00 1.160086854253219446e+00 6.532242025222446458e+00 6.529210032949569253e+00
-1.500000000000000000e+00 1.156445985417503985e+00 1.157462645216961405e+00 6.511838937299527785e+00 6.516668688171495916e+00
-1.399999999999999911e+00 1.157065702662180673e+00 1.157267497132799638e+00 6.514543254027341135e+00 6.514870131302318512e+00
-1.300000000000000044e+00 1.155261884263339978e+00 1.154319616168013818e+00 6.503020661615488862e+00 6.496217309935115480e+00
-1.199999999999999956e+00 1.155262364719593204e+00 1.154695098029044242e+00 6.504486889447151476e+00 6.499655861001109258e+00
-1.100000000000000089e+00 1.156200628960259769e+00 1.156394896197978195e+00 6.511596221023804532e+00 6.511823086162189078e+00
-1.000000000000000000e+00 1.157948473418514590e+00 1.157659154602990181e+00 6.520022035401794369e+00 6.517634350278103561e+00
-9.000000000000000222e-01 1.155727212722092112e+00 1.156411071780038657e+00 6.506698568933225957e+00 6.509371254196434364e+00
-8.000000000000000444e-01 1.158410839027896433e+00 1.157832201377546610e+00 6.525627182753205524e+00 6.521225612506341918e+00
-6.999999999999999556e-01 1.158480185848742572e+00 1.158296488811405567e+00 6.524949398940409040e+00 6.522815878494658826e+00
-5.999999999999999778e-01 1.159726747202994401e+00 1.158994361376025184e+00 6.530243280057802302e+00 6.525316316076828826e+00
