# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 1.233182660763985528e+00 1.234048855569513270e+00 6.531068728103431198e+00 6.494335314163385497e+00
-1.800000000000000000e+01 1.232771864854894206e+00 1.232565586057708051e+00 6.526872397296074269e+00 6.484920220600124630e+00
-1.600000000000000000e+01 1.230313015069556926e+00 1.231860186207855312e+00 6.517203609050459256e+00 6.483932376873999814e+00
-1.400000000000000000e+01 1.231501360379915200e+00 1.232051810874249087e+00 6.522093899160841701e+00 6.483666835275627705e+00
-1.200000000000000000e+01 1.230934093669810769e+00 1.229695539996443321e+00 6.520411219729732366e+00 6.472765174224901052e+00
-1.000000000000000000e+01 1.230068539462686683e+00 1.229400215365481053e+00 6.514726956342650865e+00 6.470545489290656427e+00
-8.000000000000000000e+00 1.232426812297810148e+00 1.230718205591589953e+00 6.527601347167662382e+00 6.477615978573018296e+00
-6.000000000000000000e+00 1.229170474023686843e+00 1.229485657697267920e+00 6.511349840928685850e+00 6.471581376528845908e+00
-4.000000000000000000e+00 1.227573735039289682e+00 1.227045305809347564e+00 6.504148803800200440e+00 6.459713978123534872e+00
-2.000000000000000000e+00 1.226134588040750817e+00 1.227405332746601241e+00 6.497724862967817039e+00 6.463867298882816748e+00
-1.899999999999999911e+00 1.229884361968998752e+00 1.231430331919989074e+00 6.515634723683207952e+00 6.482248253836587537e+00
-1.800000000000000044e+00 1.229909906586073687e+00 1.231178329042581066e+00 6.514123169338031261e+00 6.478961769930942083e+00
-1.699999999999999956e+00 1.231663917048498869e+00 1.230827430876032968e+00 6.523625392368834319e+00 6.477292706339317974e+00
-1.600000000000000089e+00 1.234082087600154809e+00 1.232362670479778100e+00 6.535495922828984838e+00 6.486070539416503244e+00
-1.500000000000000000e+00 1.234122926958951760e+00 1.234971344638630120e+00 6.535508334814143616e+00 6.497811262260905885e+00
-1.399999999999999911e+00 1.234615401592065398e+00 1.234946520717110197e+00 6.536636234102978449e+00 6.497184731826229687e+00
-1.300000000000000044e+00 1.232572232446740523e+00 1.233413523267633094e+00 6.526332269545583209e+00 6.489046961488814880e+00
-1.199999999999999956e+00 1.233587210659227829e+00 1.234006254507960421e+00 6.533342945096297427e+00 6.493856766985637741e+00
-1.100000000000000089e+00 1.232011612146589830e+00 1.233708447500334149e+00 6.525685720865380013e+00 6.492507373493928036e+00
-1.000000000000000000e+00 1.233315108416785710e+00 1.232778190948779606e+00 6.530249209327732451e+00 6.485766803726294327e+00
-9.000000000000000222e-01 1.231466606873905079e+00 1.232262173604915967e+00 6.520629909829323445e+00 6.483326021254912419e+00
-8.000000000000000444e-01 1.229782023314099026e+00 1.229006956342264312e+00 6.513336238804692258e+00 6.468847032050001999e+00
-6.999999999999999556e-01 1.229453306512813926e+00 1.230608179552593606e+00 6.513668403595324286e+00 6.477672273656615687e+00
-5.999999999999999778e-01 1.230726373462328826e+00 1.231490149574742565e+00 6.519569356459757437e+00 6.481665927215050083e+00
-5.000000000000000000e-01 1.229656222078099326e+00 1.230255920048461959e+00 6.516401868542986087e+00 6.478242108193919435e+00
-4.000000000000000222e-01 1.227486290775263722e+00 1.227244858080702938e+00 6.502953720750108246e+00 6.460190754303994254e+00
-2.999999999999999889e-01 1.229919435771134051e+00 1.229549399132261023e+00 6.513209558916117636e+00 6.470125958608845096e+00
-2.000000000000000111e-01 1.229392127565595239e+00 1.229423758064419836e+00 6.512678080570542427e+00 6.471562242021339451e+00
-1.000000000000000056e-01 1.231984546049057716e+00 1.230871713544349211e+00 6.525380221091725552e+00 6.478366871698229446e+00
-0.000000000000000000e+00 1.229450904219846041e+00 1.230627798461296996e+00 6.510455034798107832e+00 6.474940651179580620e+00
1.000000000000000056e-01 1.230046598314108452e+00 1.230174481567752665e+00 6.511657403571453173e+00 6.474690967811218556e+00
2.000000000000000111e-01 1.232516658904406093e+00 1.230751918079608931e+00 6.518065092423298346e+00 6.476363957727561349e+00
2.999999999999999889e-01 1.231391334328789000e+00 1.231482462144535717e+00 6.511773836236733004e+00 6.478975941267017369e+00
4.000000000000000222e-01 1.234211732549815865e+00 1.232272103199639091e+00 6.526245383752809381e+00 6.483358857303032075e+00
5.000000000000000000e-01 1.230324145831864335e+00 1.228804200943072411e+00 6.512310604561436733e+00 6.469416789167954818e+00
5.999999999999999778e-01 1.231169680708409597e+00 1.229939855434851292e+00 6.516614395598623766e+00 6.474455777583750127e+00
6.999999999999999556e-01 1.227632031228087284e+00 1.227086305271861910e+00 6.499909151644589045e+00 6.460256898837602790e+00
8.000000000000000444e-01 1.228946257848118062e+00 1.228502309980814777e+00 6.505877210415519585e+00 6.465945884682438027e+00
9.000000000000000222e-01 1.232567988368326040e+00 1.232264335709163827e+00 6.523114574262612209e+00 6.483099964281323402e+00
1.000000000000000000e+00 1.232583363187440328e+00 1.233596259365607128e+00 6.522082127982450572e+00 6.488037254393328013e+00
1.100000000000000089e+00 1.234053740290356860e+00 1.233933384280739620e+00 6.530774120792216308e+00 6.490815722801614562e+00
1.199999999999999956e+00 1.233511057266437616e+00 1.232363471396183296e+00 6.527693757436752620e+00 6.481955275951715834e+00
1.300000000000000044e+00 1.233347219386948801e+00 1.233172170656382294e+00 6.528158694845177301e+00 6.486817668213498145e+00
1.399999999999999911e+00 1.235043894577973367e+00 1.233795571483310871e+00 6.537002193301572284e+00 6.490771123390535635e+00
1.500000000000000000e+00 1.231277624739069099e+00 1.231281628601946343e+00 6.521395056198113771e+00 6.481550293623351777e+00
1.600000000000000089e+00 1.232013533974144703e+00 1.231698350221304805e+00 6.525709740116022672e+00 6.483553685183674808e+00
1.699999999999999956e+00 1.232890298993531752e+00 1.232931618816818675e+00 6.527832772869411215e+00 6.486502400159215753e+00
1.800000000000000044e+00 1.231799968176380933e+00 1.231507526316440559e+00 6.524642625160371523e+00 6.482006738589801920e+00
1.899999999999999911e+00 1.231907031361361815e+00 1.231684657026881791e+00 6.525555675326157434e+00 6.483459273852442806e+00
2.000000000000000000e+00 1.229240861775882321e+00 1.229877315177817954e+00 6.511036479662798193e+00 6.473629534905379401e+00
4.000000000000000000e+00 1.229918474854566401e+00 1.229866504756915724e+00 6.513663523037430458e+00 6.473469458733237758e+00
6.000000000000000000e+00 1.232108265287395144e+00 1.230499194523869022e+00 6.522648678085808172e+00 6.476459653194071464e+00
8.000000000000000000e+00 1.232572072323621315e+00 1.231270738115740615e+00 6.523293231781869039e+00 6.478921572864653200e+00
1.000000000000000000e+01 1.234823041717466374e+00 1.231792601072476900e+00 6.534041865521245107e+00 6.484064665906076108e+00
1.200000000000000000e+01 1.233366517974433529e+00 1.232373320743870515e+00 6.523383877305172440e+00 6.484334527290146255e+00
1.400000000000000000e+01 1.236406087408451482e+00 1.234749370705364502e+00 6.536788462114807352e+00 6.495011733095087614e+00
1.600000000000000000e+01 1.234625731559713335e+00 1.232611390192388523e+00 6.527404675272198808e+00 6.485983014634983057e+00
1.800000000000000000e+01 1.238247141781019245e+00 1.235986162708724745e+00 6.543434142842881940e+00 6.502272653472817687e+00
2.000000000000000000e+01 1.236039093751277296e+00 1.233929620669630634e+00 6.531818583606272988e+00 6.491365301606885296e+00
2.200000000000000000e+01 1.232464208373051706e+00 1.229224125646304344e+00 6.513077833219351298e+00 6.469196092721361424e+00
2.400000000000000000e+01 1.233332244941122369e+00 1.231572629058125257e+00 6.516913488879041871e+00 6.480402614124078475e+00
2.600000000000000000e+01 1.232470454365634849e+00 1.230082713136615435e+00 6.511847989626999400e+00 6.471434595893468256e+00
