# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 1.442364116972264743e+00 1.441109948069029256e+00 6.512625383703003479e+00 6.506664131008900398e+00
-1.800000000000000000e+01 1.443640627418098177e+00 1.442786043719371802e+00 6.515299512810826421e+00 6.510969134836730454e+00
-1.600000000000000000e+01 1.450475135180688602e+00 1.449393132233843806e+00 6.542828348982343556e+00 6.537921725028989606e+00
-1.400000000000000000e+01 1.446761395559942764e+00 1.446520763584859370e+00 6.526816344498945988e+00 6.524948680240824750e+00
-1.200000000000000000e+01 1.445070005196667395e+00 1.445872458658152837e+00 6.520267636588936710e+00 6.522887548152043635e+00
-1.000000000000000000e+01 1.445443965648874229e+00 1.445928993180141342e+00 6.521774785053398027e+00 6.523412623068781002e+00
-8.000000000000000000e+00 1.446369818062274382e+00 1.447031656030560054e+00 6.525820247359654935e+00 6.527381131564141903e+00
-6.000000000000000000e+00 1.446633592327689621e+00 1.446095073248744978e+00 6.525555670925192508e+00 6.522374409095320402e+00
-4.000000000000000000e+00 1.442950201909045438e+00 1.443342179756065935e+00 6.511033432751307970e+00 6.511750373808150805e+00
-2.000000000000000000e+00 1.442202120835919477e+00 1.442776194197439299e+00 6.506623854329246726e+00 6.508464530055974251e+00
-1.899999999999999911e+00 1.444015869108798977e+00 1.444508744186081994e+00 6.511762063834938274e+00 6.512558759915114237e+00
-1.800000000000000044e+00 1.446949336671412567e+00 1.446777330869521760e+00 6.524155665604722820e+00 6.522554423984828098e+00
-1.699999999999999956e+00 1.446494578313114454e+00 1.446127664673177327e+00 6.525093217884832875e+00 6.523038097350042364e+00
-1.600000000000000089e+00 1.444409928958832801e+00 1.446280692147780877e+00 6.517542180385344608e+00 6.525098743273410662e+00
-1.500000000000000000e+00 1.447004429821510341e+00 1.448046233977550834e+00 6.527209447855200075e+00 6.530396950971049996e+00
-1.399999999999999911e+00 1.447330504077502189e+00 1.448080026569235512e+00 6.530528198425536779e+00 6.532559221299305108e+00
-1.300000000000000044e+00 1.448286625803353544e+00 1.449703591500675737e+00 6.534258809045587313e+00 6.539440807799019595e+00
-1.199999999999999956e+00 1.446954541678148409e+00 1.446491535393543693e+00 6.529465641303673351e+00 6.526674040238013674e+00
-1.100000000000000089e+00 1.447050554228421770e+00 1.446951098369162025e+00 6.530265381481088482e+00 6.528529529645581420e+00
-1.000000000000000000e+00 1.447700941145405151e+00 1.447312486719585678e+00 6.531785584405332301e+00 6.529303565505694351e+00
-9.000000000000000222e-01 1.445793182265386889e+00 1.446836908315533021e+00 6.523519046232819640e+00 6.526868872382569187e+00
-8.000000000000000444e-01 1.447386077627037526e+00 1.447465514206859982e+00 6.528054424668099820e+00 6.528135064375055308e+00
-6.999999999999999556e-01 1.442552298371722719e+00 1.443119485103117050e+00 6.509049418911157403e+00 6.511368962109379765e+00
-5.999999999999999778e-01 1.446821533473938493e+00 1.447552237796878360e+00 6.529100565749074825e+00 6.531947741051237877e+00
-5.000000000000000000e-01 1.447572257095383730e+00 1.447294068948733026e+00 6.532486907172860846e+00 6.531082898117437807e+00
-4.000000000000000222e-01 1.448496027532153674e+00 1.449117746784478467e+00 6.536411134416473701e+00 6.537842527478531451e+00
