# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.712066452316234333e+00 4.709413721380966145e+00 6.011988653374207736e+00 6.009072936399909359e+00
-1.800000000000000000e+01 4.719627861815610004e+00 4.718760140310947371e+00 6.021813495627877266e+00 6.021242939550456974e+00
-1.600000000000000000e+01 4.707100680612631649e+00 4.700438624099102292e+00 6.006231053174440504e+00 5.998321597384298265e+00
-1.400000000000000000e+01 4.709153949174628373e+00 4.703151812357684314e+00 6.008802912871440860e+00 6.001603107758061384e+00
-1.200000000000000000e+01 4.707559125109872511e+00 4.708292317281460804e+00 6.005981770886385185e+00 6.007341977601749150e+00
-1.000000000000000000e+01 4.703320537491763709e+00 4.702040097593786605e+00 6.000881929201989706e+00 5.999469917542385566e+00
-8.000000000000000000e+00 4.704690665234826596e+00 4.712616746231755194e+00 6.002697695786319620e+00 6.012831394618288527e+00
-6.000000000000000000e+00 4.711548671028433333e+00 4.713293882461117690e+00 6.011435316013701957e+00 6.013889063668120372e+00
-4.000000000000000000e+00 4.704625643584231298e+00 4.707448857735400338e+00 6.001009175376980309e+00 6.004744886066451848e+00
-2.000000000000000000e+00 4.718185822784880301e+00 4.710526320651864829e+00 6.020378416358142637e+00 6.011229837170841250e+00
-1.000000000000000000e+00 4.709458326980373144e+00 4.711865461209961303e+00 6.008789865686778420e+00 6.011892166839106544e+00
-9.000000000000000222e-01 4.718813711873086625e+00 4.720170867702374373e+00 6.020435673190177361e+00 6.022382768793628216e+00
-8.000000000000000444e-01 4.712341038869702459e+00 4.709988279483091844e+00 6.011626381732059876e+00 6.008992860812809589e+00
-6.999999999999999556e-01 4.723581771424824716e+00 4.718599103042357967e+00 6.026161000948301982e+00 6.020161164377380913e+00
-5.999999999999999778e-01 4.711136830867976855e+00 4.717242349485133879e+00 6.010916729434783612e+00 6.019012849824893152e+00
-5.000000000000000000e-01 4.724787742090174270e+00 4.722477424115201217e+00 6.027407897853545471e+00 6.024739303590203932e+00
-4.000000000000000222e-01 4.714165287755329281e+00 4.710822687643914541e+00 6.013981474905397029e+00 6.010139255456677709e+00
-2.999999999999999889e-01 4.728173662527029641e+00 4.725133437478029386e+00 6.031303606230203229e+00 6.027762643737045067e+00
-2.000000000000000111e-01 4.722038837282278578e+00 4.720161978110080092e+00 6.024644568050574023e+00 6.021184400583227792e+00
-1.000000000000000056e-01 4.722369717530851219e+00 4.724539420457760208e+00 6.026793618352128235e+00 6.026285043356695681e+00
0.000000000000000000e+00 4.716554402124674361e+00 4.717887694260843645e+00 6.021639164534231092e+00 6.018465115295455803e+00
1.000000000000000056e-01 4.702614492057718643e+00 4.709899872125239639e+00 6.004972147176290242e+00 6.007650911701317042e+00
2.000000000000000111e-01 4.724685082885975440e+00 4.725712479578017877e+00 6.033509276437858837e+00 6.027941139271791648e+00
2.999999999999999889e-01 4.721105372557948598e+00 4.725420914917600079e+00 6.029739766638436471e+00 6.027301392519992085e+00
4.000000000000000222e-01 4.720633394500557856e+00 4.721691062255580995e+00 6.029666894633764151e+00 6.022733352130476447e+00
5.000000000000000000e-01 4.703050355401666494e+00 4.714269628526601252e+00 6.007234190424957099e+00 6.013201114959885629e+00
5.999999999999999778e-01 4.716730972870655236e+00 4.728694969843091123e+00 6.024482250532662952e+00 6.031051284763272236e+00
6.999999999999999556e-01 4.723799023521617180e+00 4.729153092619765353e+00 6.033050268635760993e+00 6.031267332421941241e+00
8.000000000000000444e-01 4.718444073075833245e+00 4.728061155049355868e+00 6.026970511518221940e+00 6.029923226107984924e+00
9.000000000000000222e-01 4.725044151011406512e+00 4.736781607226614454e+00 6.035332330855915473e+00 6.041106989334306121e+00
1.000000000000000000e+00 4.726171482788600109e+00 4.736855119948560677e+00 6.036799917268841575e+00 6.040836088456032371e+00
1.100000000000000089e+00 4.725380556517182917e+00 4.729504313541376348e+00 6.035823367515862792e+00 6.031621918413820893e+00
1.199999999999999956e+00 4.715602280296679716e+00 4.723170417269813903e+00 6.024111492733936757e+00 6.023789181979591234e+00
1.300000000000000044e+00 4.714755299667658939e+00 4.724470154759253582e+00 6.022971984263402412e+00 6.025431655736670500e+00
1.399999999999999911e+00 4.709136172124848585e+00 4.724736573810412565e+00 6.015592320175058738e+00 6.025212964570759056e+00
1.500000000000000000e+00 4.712597205018616009e+00 4.720746544806967648e+00 6.019833484101936527e+00 6.020018626461711264e+00
1.600000000000000089e+00 4.712504237981190336e+00 4.721448987921210261e+00 6.019799857543986832e+00 6.020967954718235760e+00
1.699999999999999956e+00 4.709644665364447036e+00 4.720435523859966231e+00 6.015810853627508337e+00 6.019576116650036113e+00
1.800000000000000044e+00 4.708916679863965449e+00 4.721012803874518049e+00 6.014750541979801746e+00 6.020186231450107783e+00
1.899999999999999911e+00 4.706291974991748894e+00 4.711550994280341520e+00 6.011950215021790278e+00 6.008399483863027690e+00
2.000000000000000000e+00 4.705869646462293332e+00 4.714829049898596303e+00 6.011519958000006270e+00 6.012513404043371423e+00
3.000000000000000000e+00 4.714449886304249659e+00 4.722120360813323536e+00 6.022735199413289386e+00 6.021579033843480033e+00
4.000000000000000000e+00 4.705261858612046488e+00 4.722194988146940275e+00 6.012568500756644063e+00 6.023009215428920982e+00
5.000000000000000000e+00 4.701903723429841087e+00 4.716083706842891132e+00 6.007109427581236893e+00 6.014632507908469705e+00
6.000000000000000000e+00 4.711901813663409655e+00 4.721497593025049788e+00 6.019772630325956442e+00 6.021546273533206595e+00
7.000000000000000000e+00 4.704373637909225359e+00 4.712288671630037840e+00 6.010886384181636899e+00 6.010593864004921016e+00
8.000000000000000000e+00 4.710068915962263070e+00 4.713311420938993024e+00 6.017883749636391499e+00 6.011290537951285096e+00
9.000000000000000000e+00 4.709990522064485319e+00 4.714398797157482335e+00 6.016900957463303001e+00 6.011750270024429632e+00
1.000000000000000000e+01 4.703896054365955592e+00 4.711620101483790179e+00 6.009923686131966925e+00 6.008649007296786415e+00
