# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.827703270750749454e+00 4.827196457103890559e+00 6.083576808887999121e+00 6.083490320151040187e+00
-1.800000000000000000e+01 4.826151443842860544e+00 4.832287552730236690e+00 6.081421025803273039e+00 6.088873959737200359e+00
-1.600000000000000000e+01 4.825071198452685728e+00 4.828543042267130936e+00 6.079837488326609751e+00 6.084295022685695997e+00
-1.400000000000000000e+01 4.830499819241584447e+00 4.832370835042897106e+00 6.086046727266272605e+00 6.088761453219776243e+00
-1.200000000000000000e+01 4.840637809863160612e+00 4.834001774392434392e+00 6.098177497662030433e+00 6.090099471944155241e+00
-1.000000000000000000e+01 4.845419645571916512e+00 4.837289362330830400e+00 6.103881208505315570e+00 6.093905657607462167e+00
-8.000000000000000000e+00 4.831639405196019865e+00 4.831073260289094229e+00 6.086727071622031637e+00 6.085581644642339860e+00
-6.000000000000000000e+00 4.844312170255390626e+00 4.844303442212587463e+00 6.102444046781724474e+00 6.102114686873678195e+00
-4.000000000000000000e+00 4.838201365736025217e+00 4.834427708227518217e+00 6.094256637626346951e+00 6.089454685815195667e+00
-2.000000000000000000e+00 4.829586535523848312e+00 4.833535963642201949e+00 6.084003862206722957e+00 6.088474371685269837e+00
-1.000000000000000000e+00 4.827253231501162922e+00 4.832441300860080169e+00 6.081728123621107152e+00 6.088028574996603659e+00
-9.000000000000000222e-01 4.839327097663244537e+00 4.835033735556412360e+00 6.096133425243834836e+00 6.090633833247111717e+00
-8.000000000000000444e-01 4.825369406213789070e+00 4.822703301447398339e+00 6.078349397121953324e+00 6.074668854918210847e+00
-6.999999999999999556e-01 4.818261953752879023e+00 4.818097875873351477e+00 6.066329534614896879e+00 6.066097230674414753e+00
-5.999999999999999778e-01 4.836259323044726166e+00 4.830616413051977531e+00 6.089173610200635522e+00 6.081822296908696579e+00
-5.000000000000000000e-01 4.834588183831865393e+00 4.836413554456193253e+00 6.088396616040090414e+00 6.090490415775506428e+00
-4.000000000000000222e-01 4.841783240472939731e+00 4.838926869478989978e+00 6.096433079738633687e+00 6.092304738117537255e+00
-2.999999999999999889e-01 4.831844803421341261e+00 4.833914090331242086e+00 6.087120733030263686e+00 6.086180699262105698e+00
-2.000000000000000111e-01 4.823780425660477711e+00 4.832265771159963919e+00 6.080206244592142539e+00 6.084290537375218300e+00
-1.000000000000000056e-01 4.822426312714332752e+00 4.831741584365676800e+00 6.079374314720991990e+00 6.082880047132854351e+00
0.000000000000000000e+00 4.823105130554505848e+00 4.834849957675358745e+00 6.081394120084114618e+00 6.086663328967395259e+00
1.000000000000000056e-01 4.846812757193627696e+00 4.849825596787383120e+00 6.110747013915164949e+00 6.105025040501526945e+00
2.000000000000000111e-01 4.836555050396445843e+00 4.843361810092567055e+00 6.098331405697073215e+00 6.096647206431056176e+00
2.999999999999999889e-01 4.835942936946501902e+00 4.836414272972502815e+00 6.097695106447725166e+00 6.088198100115935318e+00
4.000000000000000222e-01 4.839281533006436931e+00 4.845642340567764883e+00 6.101660244536764921e+00 6.099087180188780266e+00
5.000000000000000000e-01 4.836896261312138456e+00 4.843911143147388465e+00 6.098730834747886576e+00 6.097112620078431355e+00
5.999999999999999778e-01 4.838557472200118781e+00 4.849050045191865443e+00 6.101527237320242492e+00 6.104573481764396625e+00
6.999999999999999556e-01 4.832298844895093204e+00 4.849251602378377157e+00 6.092674861777049422e+00 6.102960314815594423e+00
8.000000000000000444e-01 4.835621746479131566e+00 4.843891443540344177e+00 6.095708614558417615e+00 6.095578485925936540e+00
9.000000000000000222e-01 4.838465623838121843e+00 4.850257377377656276e+00 6.099736055157375603e+00 6.103433575123442978e+00
1.000000000000000000e+00 4.841240232989536096e+00 4.850881102441116255e+00 6.102745782785608419e+00 6.103894984788087008e+00
1.100000000000000089e+00 4.836341162428269058e+00 4.844555205509579743e+00 6.097163227486535497e+00 6.096542941707055796e+00
1.199999999999999956e+00 4.841409036744009242e+00 4.851417701676720817e+00 6.104084045864780705e+00 6.104895476811341481e+00
