# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.832534029585038304e+00 4.826163053531558056e+00 6.170086298807970770e+00 6.162332831256259524e+00
-1.800000000000000000e+01 4.845208960369929763e+00 4.840997836795311926e+00 6.185909548908992583e+00 6.180812424698780561e+00
-1.600000000000000000e+01 4.830698570961969196e+00 4.828992036409454514e+00 6.165163907727774451e+00 6.163620404858502155e+00
-1.400000000000000000e+01 4.831730371088791998e+00 4.833643024599019178e+00 6.165457553295657256e+00 6.168365342499052772e+00
-1.200000000000000000e+01 4.831232288119452711e+00 4.836656667606108684e+00 6.165904788532166947e+00 6.172998175601955850e+00
-1.000000000000000000e+01 4.831533379210775969e+00 4.829652036749945587e+00 6.164483883427586797e+00 6.163115113933168132e+00
-8.000000000000000000e+00 4.825620927890749812e+00 4.825094417924061574e+00 6.158094864960819592e+00 6.157835973950631647e+00
-6.000000000000000000e+00 4.830446005697658585e+00 4.831222678649454316e+00 6.161369892977905494e+00 6.162812737583222678e+00
-4.000000000000000000e+00 4.830582217782935395e+00 4.831045626703177831e+00 6.162246666652189120e+00 6.163546251296289746e+00
-2.000000000000000000e+00 4.829549377875223648e+00 4.831135154531259523e+00 6.161327134437138753e+00 6.164218668070399865e+00
-1.000000000000000000e+00 4.831787305642255781e+00 4.831038901266683894e+00 6.162928929829766922e+00 6.162076742649356120e+00
-9.000000000000000222e-01 4.830454894837879820e+00 4.833692193001852822e+00 6.160406155700355768e+00 6.164758952616850252e+00
-8.000000000000000444e-01 4.838656767237751843e+00 4.837325396196979987e+00 6.173684284485538853e+00 6.172427139948259978e+00
-6.999999999999999556e-01 4.826315921172220413e+00 4.825307664537013430e+00 6.158582298454349235e+00 6.157796655447140388e+00
-5.999999999999999778e-01 4.828315540792146088e+00 4.831277852478740975e+00 6.162805772513658908e+00 6.167055669651571925e+00
-5.000000000000000000e-01 4.820917808121715886e+00 4.819776701023587684e+00 6.153844406723839811e+00 6.153145484830806922e+00
-4.000000000000000222e-01 4.826007861955041278e+00 4.823154856321062667e+00 6.158819728496642831e+00 6.157014932232166338e+00
-2.999999999999999889e-01 4.821998295568732829e+00 4.823091355549738779e+00 6.154134769214412159e+00 6.156732979299682995e+00
-2.000000000000000111e-01 4.819686774338533652e+00 4.822076129985167547e+00 6.150627994470785787e+00 6.153724047284672594e+00
-1.000000000000000056e-01 4.816351540281720744e+00 4.821449925103027390e+00 6.147545472494436503e+00 6.152855125667996639e+00
0.000000000000000000e+00 4.818313683588220542e+00 4.822315242153587533e+00 6.152872821302345585e+00 6.155294376835743542e+00
1.000000000000000056e-01 4.820888419101327038e+00 4.817210214117936928e+00 6.156288144875311730e+00 6.148050686983647317e+00
2.000000000000000111e-01 4.819546398613796079e+00 4.825645591696258840e+00 6.154913287600507488e+00 6.158608404741331199e+00
2.999999999999999889e-01 4.816524668991942093e+00 4.820538559941721424e+00 6.151630411413623989e+00 6.151809224258497188e+00
4.000000000000000222e-01 4.820357345251175651e+00 4.821147711511208023e+00 6.158214182476780429e+00 6.154155270370068820e+00
5.000000000000000000e-01 4.810663627035954626e+00 4.820833727072069586e+00 6.145591092211698303e+00 6.153114577228215865e+00
5.999999999999999778e-01 4.820807461583616060e+00 4.828597493594057433e+00 6.156543035134238728e+00 6.160842900205087069e+00
6.999999999999999556e-01 4.823220039933755032e+00 4.833850187183110769e+00 6.158364887577728375e+00 6.166307662649623822e+00
8.000000000000000444e-01 4.820192224592754648e+00 4.828200067923218874e+00 6.156060244021353434e+00 6.160174488554030603e+00
9.000000000000000222e-01 4.826856045845858922e+00 4.832593367681818464e+00 6.162784071565365451e+00 6.164401644866916996e+00
1.000000000000000000e+00 4.829509578257894731e+00 4.833752892040578786e+00 6.164510632025415937e+00 6.163914210434851881e+00
1.100000000000000089e+00 4.828857105172118303e+00 4.834023074884801652e+00 6.165505920129271900e+00 6.165525861455356527e+00
1.199999999999999956e+00 4.828300325272830484e+00 4.831603448126474021e+00 6.164545384562379660e+00 6.162899302603032758e+00
1.300000000000000044e+00 4.836650021111742248e+00 4.837938789683268404e+00 6.174599734933928552e+00 6.170011345280979498e+00
1.399999999999999911e+00 4.826243371735714049e+00 4.838991011137491860e+00 6.162248830190254267e+00 6.171702834808937332e+00
1.500000000000000000e+00 4.838066755447179901e+00 4.841161275120398955e+00 6.176172627988493424e+00 6.174089718366539081e+00
1.600000000000000089e+00 4.834086335196020379e+00 4.835375345613911691e+00 6.172443394854760790e+00 6.167578499366157097e+00
1.699999999999999956e+00 4.836802488956402080e+00 4.839083580547332453e+00 6.174831560667191077e+00 6.171140046192193473e+00
1.800000000000000044e+00 4.836812900242100532e+00 4.839407575970819941e+00 6.175257578151500226e+00 6.172371007402272625e+00
1.899999999999999911e+00 4.838128573882715777e+00 4.834443882838076689e+00 6.177261685313855999e+00 6.166068950285048977e+00
2.000000000000000000e+00 4.830590865884097695e+00 4.836963845379275817e+00 6.167626304077431065e+00 6.169379772328472455e+00
3.000000000000000000e+00 4.831033775043304779e+00 4.830702974566992935e+00 6.169006047004379489e+00 6.162774620072482001e+00
4.000000000000000000e+00 4.831348560554179272e+00 4.833565350358894008e+00 6.169388660157707704e+00 6.166754095934236624e+00
5.000000000000000000e+00 4.821012940271171665e+00 4.827689493701123880e+00 6.157039597618680915e+00 6.160391661845593170e+00
6.000000000000000000e+00 4.831238775591595314e+00 4.835710469872251061e+00 6.168698230901260793e+00 6.169667171588306687e+00
7.000000000000000000e+00 4.835328659731560563e+00 4.836599892276161050e+00 6.170280569086362021e+00 6.168148573140997293e+00
8.000000000000000000e+00 4.834340742867430762e+00 4.842397032739290452e+00 6.168338119600631941e+00 6.175081162584487693e+00
9.000000000000000000e+00 4.827570419091047782e+00 4.830893080923760685e+00 6.162417876287659801e+00 6.163023186434816836e+00
1.000000000000000000e+01 4.841243354783880903e+00 4.844040466042039306e+00 6.178801746678085571e+00 6.179213345879240649e+00
1.100000000000000000e+01 4.836755643518561243e+00 4.831699941470959381e+00 6.173115730195045003e+00 6.164108559563365120e+00
1.200000000000000000e+01 4.833289402683627500e+00 4.842689156545690210e+00 6.168041268924749687e+00 6.177608584777793510e+00
1.300000000000000000e+01 4.842497770372809818e+00 4.841418404247577634e+00 6.180206233052252252e+00 6.176605767927850543e+00
1.400000000000000000e+01 4.835750668223871784e+00 4.837503247848210286e+00 6.168461756721817402e+00 6.168641852857277286e+00
1.500000000000000000e+01 4.843614453483154669e+00 4.840568380384364211e+00 6.177695548993617614e+00 6.172039962834054982e+00
1.600000000000000000e+01 4.842463657654925591e+00 4.838111198399962731e+00 6.177438338534800621e+00 6.170372099728005821e+00
1.700000000000000000e+01 4.836415392982315709e+00 4.836212476567236962e+00 6.171110976654359703e+00 6.169419009991323755e+00
1.800000000000000000e+01 4.833242236916177603e+00 4.831543230650400922e+00 6.166884142128376212e+00 6.163371444151851009e+00
1.900000000000000000e+01 4.833504413301481506e+00 4.834742010451821947e+00 6.168999966806804736e+00 6.169905803096261465e+00
2.000000000000000000e+01 4.830565882296288471e+00 4.832000633467654183e+00 6.161912421979884869e+00 6.163522629956359467e+00
2.100000000000000000e+01 4.825540049353065797e+00 4.829501089207369979e+00 6.155232237564461251e+00 6.160394302368652930e+00
2.200000000000000000e+01 4.832543159752419548e+00 4.836722011354694040e+00 6.162766214032476597e+00 6.168089797247739980e+00
2.300000000000000000e+01 4.842354672475598143e+00 4.836345485678888778e+00 6.177131560834279611e+00 6.170230520408244601e+00
2.400000000000000000e+01 4.831479967897077898e+00 4.829677100223724651e+00 6.161900569236661518e+00 6.160767226274246333e+00
2.500000000000000000e+01 4.825939798206531073e+00 4.824975821701860568e+00 6.156393290562087728e+00 6.156274531041223241e+00
2.600000000000000000e+01 4.831107207018023431e+00 4.834371970896333082e+00 6.160307659277503234e+00 6.165675362528348913e+00
2.700000000000000000e+01 4.841201954677633701e+00 4.839503508522388309e+00 6.169587895407202538e+00 6.168423883313836953e+00
2.800000000000000000e+01 4.840318697706601725e+00 4.836114783051749022e+00 6.168720169267665199e+00 6.164789785038756520e+00
2.900000000000000000e+01 4.835230805806913779e+00 4.837353903485751339e+00 6.166235112025284515e+00 6.170360246870706611e+00
3.000000000000000000e+01 4.845257406266363809e+00 4.840859863924367623e+00 6.178978557765125501e+00 6.174605823080478118e+00
3.100000000000000000e+01 4.847678553430204929e+00 4.844644812057204319e+00 6.181934074919144706e+00 6.179595958413255374e+00
3.200000000000000000e+01 4.837238510976333394e+00 4.835250503647359643e+00 6.168410106768522638e+00 6.167407050507852873e+00
3.300000000000000000e+01 4.832540037977002712e+00 4.829722663796177429e+00 6.161932685202687665e+00 6.159635082862585875e+00
3.400000000000000000e+01 4.845279988279734162e+00 4.839401968562980549e+00 6.176872107127718614e+00 6.170763758458806869e+00
3.500000000000000000e+01 4.842147672524319546e+00 4.841982390524617763e+00 6.173355005163651654e+00 6.174612225647225117e+00
3.600000000000000000e+01 4.837789444728429089e+00 4.841858591246560373e+00 6.168043589015111294e+00 6.173905939362017037e+00
3.700000000000000000e+01 4.845204955392367729e+00 4.845935024215259901e+00 6.174457996223631007e+00 6.176037936447435150e+00
3.800000000000000000e+01 4.841210283855110319e+00 4.843328736388207822e+00 6.170959873390982509e+00 6.173833548407571037e+00
3.900000000000000000e+01 4.840834718526016545e+00 4.840495749532590430e+00 6.170868261771843777e+00 6.170764800315144960e+00
4.000000000000000000e+01 4.842075201749333146e+00 4.837640581474293100e+00 6.173109965485457096e+00 6.167265393584942856e+00
4.100000000000000000e+01 4.840168392190583369e+00 4.840745111223353270e+00 6.170735651897802043e+00 6.170975805477997511e+00
4.200000000000000000e+01 4.833808548803149030e+00 4.834389989793507425e+00 6.162361344285253395e+00 6.162623113457178725e+00
4.300000000000000000e+01 4.826761714048345198e+00 4.831224922370356722e+00 6.155695408951631364e+00 6.160697241056828588e+00
4.400000000000000000e+01 4.829349662557140377e+00 4.825511783090946416e+00 6.161004576975837921e+00 6.155533813527068077e+00
4.500000000000000000e+01 4.828802572169346163e+00 4.831083024689931449e+00 6.158706179234954448e+00 6.160809430188217029e+00
4.600000000000000000e+01 4.835247060378117467e+00 4.830962106122979272e+00 6.167461503803789213e+00 6.161577775525070244e+00
4.700000000000000000e+01 4.839300271926593844e+00 4.838180945425486712e+00 6.171786197856762080e+00 6.169896114996564762e+00
4.800000000000000000e+01 4.839048507151282763e+00 4.834929072715767440e+00 6.169297052985481145e+00 6.163547614163205068e+00
4.900000000000000000e+01 4.848458349504312537e+00 4.846419573332550357e+00 6.181018223201308892e+00 6.177644459240404728e+00
